epoch,accuracy,loss,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.27743902802467346,4.023429870605469,1.0,0.3513513505458832,4.086343288421631,1.0
1,0.3323170840740204,3.8001291751861572,1.0,0.5135135054588318,3.6683077812194824,1.0
2,0.396341472864151,3.6820790767669678,1.0,0.2432432472705841,3.82086181640625,1.0
3,0.43292683362960815,3.656160593032837,1.0,0.18918919563293457,3.931690216064453,1.0
4,0.44207316637039185,3.5603179931640625,1.0,0.4324324429035187,3.5801267623901367,1.0
5,0.48475611209869385,3.4784858226776123,1.0,0.5675675868988037,3.433776617050171,1.0
6,0.5,3.4093210697174072,1.0,0.5675675868988037,3.430182695388794,1.0
7,0.49695122241973877,3.371535539627075,1.0,0.5945945978164673,3.2627041339874268,1.0
8,0.5579268336296082,3.247265338897705,1.0,0.45945945382118225,3.2205557823181152,1.0
9,0.5335366129875183,3.2039575576782227,1.0,0.5135135054588318,3.1600840091705322,1.0
10,0.5365853905677795,3.190171718597412,1.0,0.5675675868988037,3.0633795261383057,1.0
11,0.5884146094322205,3.068819522857666,1.0,0.45945945382118225,3.6265921592712402,1.0
12,0.5548780560493469,3.086380958557129,1.0,0.5945945978164673,2.964912176132202,1.0
13,0.6067073345184326,2.9441022872924805,1.0,0.5135135054588318,3.1122798919677734,1.0
14,0.6219512224197388,2.8680667877197266,1.0,0.37837839126586914,3.166841983795166,1.0
15,0.6341463327407837,2.9088571071624756,1.0,0.4054054021835327,3.1522340774536133,1.0
16,0.6463414430618286,2.781743049621582,1.0,0.45945945382118225,2.9917235374450684,1.0
17,0.6920731663703918,2.6676948070526123,1.0,0.5675675868988037,2.7858057022094727,1.0
18,0.6310975551605225,2.704930067062378,1.0,0.5675675868988037,2.6560299396514893,1.0
19,0.6768292784690857,2.6424548625946045,1.0,0.5675675868988037,2.6514315605163574,1.0
20,0.6798780560493469,2.5169057846069336,1.0,0.6216216087341309,2.790376663208008,1.0
21,0.7134146094322205,2.418403148651123,1.0,0.6216216087341309,2.6154725551605225,1.0
22,0.6981707215309143,2.4588372707366943,1.0,0.6216216087341309,2.9108924865722656,1.0
23,0.707317054271698,2.4213743209838867,1.0,0.6216216087341309,2.5872244834899902,1.0
24,0.7469512224197388,2.2684531211853027,1.0,0.5675675868988037,2.5400404930114746,1.0
25,0.7103658318519592,2.344510316848755,1.0,0.7027027010917664,2.4831039905548096,1.0
26,0.7774389982223511,2.194145917892456,1.0,0.7297297120094299,2.3263309001922607,1.0
27,0.7896341681480408,2.1395046710968018,1.0,0.5945945978164673,2.636888027191162,1.0
28,0.7347561120986938,2.2422053813934326,1.0,0.5405405163764954,2.5940845012664795,1.0
29,0.7682926654815674,2.0818986892700195,1.0,0.5945945978164673,2.3977134227752686,1.0
30,0.8140243887901306,1.9267897605895996,1.0,0.6216216087341309,2.4954497814178467,1.0
31,0.8140243887901306,1.9729905128479004,1.0,0.6216216087341309,2.6705117225646973,1.0
32,0.8079268336296082,1.9278172254562378,1.0,0.5945945978164673,2.5295562744140625,1.0
33,0.8658536672592163,1.8102689981460571,1.0,0.5945945978164673,2.57399845123291,1.0
34,0.8140243887901306,1.876251220703125,1.0,0.6756756901741028,2.336890697479248,1.0
35,0.8384146094322205,1.8211941719055176,1.0,0.6486486196517944,2.1965155601501465,1.0
36,0.8932926654815674,1.688535213470459,1.0,0.6216216087341309,2.747279405593872,1.0
37,0.8536585569381714,1.723620891571045,1.0,0.4864864945411682,2.6812117099761963,1.0
38,0.8201219439506531,1.745931625366211,1.0,0.5675675868988037,2.4863734245300293,1.0
39,0.9054877758026123,1.600880742073059,1.0,0.6216216087341309,2.558485984802246,1.0
40,0.8993902206420898,1.5467579364776611,1.0,0.6486486196517944,2.535508871078491,1.0
41,0.8810975551605225,1.5854731798171997,1.0,0.5945945978164673,2.6041982173919678,1.0
42,0.8689024448394775,1.6385835409164429,1.0,0.6756756901741028,2.2039084434509277,1.0
43,0.8780487775802612,1.5340059995651245,1.0,0.7027027010917664,2.190645217895508,1.0
44,0.8902438879013062,1.4897409677505493,1.0,0.8108108043670654,1.7859101295471191,1.0
45,0.9329268336296082,1.4056153297424316,1.0,0.6486486196517944,2.3088667392730713,1.0
46,0.9115853905677795,1.4422460794448853,1.0,0.7027027010917664,2.219276189804077,1.0
47,0.8841463327407837,1.4687079191207886,1.0,0.6756756901741028,2.021681070327759,1.0
48,0.9237805008888245,1.3968952894210815,1.0,0.7297297120094299,2.1340765953063965,1.0
49,0.8353658318519592,1.715650200843811,1.0,0.6486486196517944,2.197967767715454,1.0
50,0.8841463327407837,1.4610059261322021,1.0,0.7567567825317383,1.9276422262191772,1.0
51,0.9359756112098694,1.2986969947814941,1.0,0.7297297120094299,2.1072421073913574,1.0
52,0.9512194991111755,1.212463617324829,1.0,0.7027027010917664,2.2389638423919678,1.0
53,0.9420731663703918,1.2502273321151733,1.0,0.6756756901741028,2.372277021408081,1.0
54,0.957317054271698,1.2081983089447021,1.0,0.7567567825317383,2.2311933040618896,1.0
55,0.9634146094322205,1.1602381467819214,1.0,0.6756756901741028,2.43788480758667,1.0
56,0.957317054271698,1.155969262123108,1.0,0.7027027010917664,2.2485430240631104,1.0
57,0.9451219439506531,1.1783356666564941,1.0,0.6216216087341309,2.164518356323242,1.0
58,0.8140243887901306,1.6518020629882812,1.0,0.5675675868988037,2.3687796592712402,1.0
59,0.9390243887901306,1.2305762767791748,1.0,0.6486486196517944,2.1561825275421143,1.0
60,0.9634146094322205,1.1086983680725098,1.0,0.6486486196517944,2.5718185901641846,1.0
61,0.957317054271698,1.0734647512435913,1.0,0.5945945978164673,2.6093525886535645,1.0
62,0.9512194991111755,1.0853692293167114,1.0,0.7567567825317383,1.9167466163635254,1.0
63,0.9024389982223511,1.2447792291641235,1.0,0.6756756901741028,2.3176004886627197,1.0
64,0.9481707215309143,1.0869841575622559,1.0,0.6756756901741028,2.068343162536621,1.0
